timestamp,session_id,event_type,sender,message,scam_detected,confidence_score,upi_ids,bank_accounts,ifsc_codes,phishing_urls,phone_numbers,suspicious_phrases,sophistication
2026-02-08T10:35:06.373466,demo-callback-001,message,honeypot,I'm trying to understand the payment process.,True,0.8,testuser@okicici,"1234-5678-9012,123456789012,919876543210",HDFC0001234,http://phish.example/verify?id=1,"+91 9876543210,+919876543210","URGENT: Your account is blocked.,pay verification to UPI,Share bank details,Use this link to verify",
2026-02-08T10:35:24.050131,demo-callback-001,message,scammer,Send screenshot now. This is your final warning!,True,0.8,testuser@okicici,"1234-5678-9012,123456789012,919876543210",HDFC0001234,http://phish.example/verify?id=1,"+91 9876543210,+919876543210","URGENT: Your account is blocked.,To proceed pay verification to UPI: testuser@okicici,Share bank details: Account 1234-5678-9012 IFSC HDFC0001234,Use this link to verify: http://phish.example/verify?id=1,Send screenshot now. This is your final warning!",
2026-02-08T10:35:24.086767,demo-callback-001,message,honeypot,"I'm trying to understand the payment process. Also, can you share the official helpline or IFSC code?",True,0.8,testuser@okicici,"1234-5678-9012,123456789012,919876543210",HDFC0001234,http://phish.example/verify?id=1,"+91 9876543210,+919876543210","URGENT: Your account is blocked.,To proceed pay verification to UPI: testuser@okicici,Share bank details: Account 1234-5678-9012 IFSC HDFC0001234,Use this link to verify: http://phish.example/verify?id=1,Send screenshot now. This is your final warning!",
2026-02-08T10:47:56.905335,anonymous-1770547664243,message,user,,False,0.0,,,,,,,
2026-02-08T10:47:56.933839,anonymous-1770547664243,message,honeypot,I'm trying to understand your offer. Can you please tell me a little bit about the company you're from?,False,0.0,,,,,,,
2026-02-08T10:49:24.193137,session-001,message,scammer,URGENT: Your account is blocked. Send OTP now.,False,0.0,,,,,,URGENT: Your account is blocked,
2026-02-08T10:49:24.236665,session-001,message,honeypot,"I'm having some trouble with my account, can you please tell me more about what's going on?",False,0.0,,,,,,URGENT: Your account is blocked,
2026-02-08T11:09:28.755209,eval-test-001,summary,,,True,,demo@okicici,919988776655,HDFC0001234,http://example.com,"+91 9988776655,+919988776655","Pay to UPI,call +91 9988776655",high (uses links plus banking/payment identifiers)
2026-02-08T11:09:28.755512,eval-test-001,message,scammer,Pay to UPI demo@okicici and call +91 9988776655. IFSC HDFC0001234. http://example.com,True,0.8,demo@okicici,919988776655,HDFC0001234,http://example.com,"+91 9988776655,+919988776655","Pay to UPI,call +91 9988776655",
2026-02-08T11:09:28.755872,eval-test-001,message,honeypot,"Sorry, I'm a bit confused. What's this about paying to a UPI ID?",True,0.8,demo@okicici,919988776655,HDFC0001234,http://example.com,"+91 9988776655,+919988776655","Pay to UPI,call +91 9988776655",
2026-02-08T11:17:21.678792,feature-test-001,summary,,,True,,demo@okicici,,,http://example.com,,,high (uses links plus banking/payment identifiers)
2026-02-08T11:17:21.680120,feature-test-001,message,scammer,URGENT: account blocked. Share OTP and transfer to UPI demo@okicici IFSC HDFC0001234 http://example.com,True,1.0,demo@okicici,,,http://example.com,,,
2026-02-08T11:17:21.681234,feature-test-001,message,honeypot,"I don’t understand UPI, can you tell step by step?",True,1.0,demo@okicici,,,http://example.com,,,
2026-02-08T11:23:27.167385,score-test-001,summary,,,True,,demo@okicici,,,http://example.com,,,high (uses links plus banking/payment identifiers)
2026-02-08T11:23:27.168288,score-test-001,message,scammer,URGENT blocked account otp. Pay to UPI demo@okicici and visit http://example.com,True,1.0,demo@okicici,,,http://example.com,,,
2026-02-08T11:23:27.211190,score-test-001,message,honeypot,"My brother will pay, can you send payment details once more?",True,1.0,demo@okicici,,,http://example.com,,,
2026-02-08T11:27:12.582724,eval-1770549950864-0,summary,,,True,,userxpsz@okicici,"137760437714,918493633966",SBIN0000456,http://phish.example/verify?ref=p1ssb1wn,+918493633966,,high (uses links plus banking/payment identifiers)
2026-02-08T11:27:12.585726,eval-1770549950864-0,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI userxpsz@okicici. Bank a/c 137760437714 IFSC SBIN0000456. Call +91 8493633966. Open http://phish.example/verify?ref=p1ssb1wn immediately.,True,1.0,userxpsz@okicici,"137760437714,918493633966",SBIN0000456,http://phish.example/verify?ref=p1ssb1wn,+918493633966,,
2026-02-08T11:27:12.591404,eval-1770549950864-0,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,userxpsz@okicici,"137760437714,918493633966",SBIN0000456,http://phish.example/verify?ref=p1ssb1wn,+918493633966,,
2026-02-08T11:27:12.592663,eval-1770549950865-1,summary,,,True,,user1g9q@okicici,"568879923389,916051845711",HDFC0001234,http://phish.example/verify?ref=wpq0fd78,+916051845711,,high (uses links plus banking/payment identifiers)
2026-02-08T11:27:12.632372,eval-1770549950865-1,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI user1g9q@okicici. Bank a/c 568879923389 IFSC HDFC0001234. Call +91 6051845711. Open http://phish.example/verify?ref=wpq0fd78 immediately.,True,1.0,user1g9q@okicici,"568879923389,916051845711",HDFC0001234,http://phish.example/verify?ref=wpq0fd78,+916051845711,,
2026-02-08T11:27:12.670504,eval-1770549950865-1,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,user1g9q@okicici,"568879923389,916051845711",HDFC0001234,http://phish.example/verify?ref=wpq0fd78,+916051845711,,
2026-02-08T11:27:45.203733,eval-1770549950869-5,summary,,,True,,userbojo@okicici,"679457997043,916332759922",ICIC0009876,http://phish.example/verify?ref=nildncl1.,+916332759922,,high (uses links plus banking/payment identifiers)
2026-02-08T11:27:45.205201,eval-1770549950869-5,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,userbojo@okicici,"679457997043,916332759922",ICIC0009876,http://phish.example/verify?ref=nildncl1.,+916332759922,,
2026-02-08T11:27:45.208141,eval-1770549950869-5,message,scammer,Final warning: urgent refund verification. Pay to UPI userbojo@okicici. Bank account 679457997043 IFSC ICIC0009876. Send screenshot to +91 6332759922. Verify at http://phish.example/verify?ref=nildncl1.,True,1.0,userbojo@okicici,"679457997043,916332759922",ICIC0009876,http://phish.example/verify?ref=nildncl1.,+916332759922,,
2026-02-08T11:28:01.610534,eval-1770549950866-3,summary,,,True,,userkynh@okicici,"891839172058,919874925004",ICIC0009876,http://phish.example/verify?ref=obdgdsxo.,+919874925004,,high (uses links plus banking/payment identifiers)
2026-02-08T11:28:01.610648,eval-1770549950866-3,message,scammer,Final warning: urgent refund verification. Pay to UPI userkynh@okicici. Bank account 891839172058 IFSC ICIC0009876. Send screenshot to +91 9874925004. Verify at http://phish.example/verify?ref=obdgdsxo.,True,1.0,userkynh@okicici,"891839172058,919874925004",ICIC0009876,http://phish.example/verify?ref=obdgdsxo.,+919874925004,,
2026-02-08T11:28:01.613560,eval-1770549950866-3,message,honeypot,"My brother will pay, can you send payment details once more?",True,1.0,userkynh@okicici,"891839172058,919874925004",ICIC0009876,http://phish.example/verify?ref=obdgdsxo.,+919874925004,,
2026-02-08T11:28:17.947352,eval-1770549950880-7,summary,,,True,,users4sf@okicici,"388525575933,919411829594",,http://phish.example/verify?ref=wncoh10h.,+919411829594,,high (uses links plus banking/payment identifiers)
2026-02-08T11:28:17.948340,eval-1770549950880-7,message,scammer,Immediate action required: OTP pending. Transfer to users4sf@okicici to unblock. Account 388525575933 / IFSC SBIN0000456. Send confirmation on +91 9411829594. Use link http://phish.example/verify?ref=wncoh10h.,True,0.5,users4sf@okicici,"388525575933,919411829594",,http://phish.example/verify?ref=wncoh10h.,+919411829594,,
2026-02-08T11:28:17.950278,eval-1770549950880-7,message,honeypot,I'm not sure. What exactly do you need me to do?,True,0.5,users4sf@okicici,"388525575933,919411829594",,http://phish.example/verify?ref=wncoh10h.,+919411829594,,
2026-02-08T11:28:34.235064,eval-1770549950867-4,message,scammer,Final warning: urgent refund verification. Pay to UPI user88yd@okicici. Bank account 236061407120 IFSC HDFC0001234. Send screenshot to +91 7133024633. Verify at http://phish.example/verify?ref=i64ul40y.,True,1.0,user88yd@okicici,"236061407120,917133024633",HDFC0001234,http://phish.example/verify?ref=i64ul40y.,+917133024633,,
2026-02-08T11:28:34.236397,eval-1770549950867-4,summary,,,True,,user88yd@okicici,"236061407120,917133024633",HDFC0001234,http://phish.example/verify?ref=i64ul40y.,+917133024633,,high (uses links plus banking/payment identifiers)
2026-02-08T11:28:34.240246,eval-1770549950867-4,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,user88yd@okicici,"236061407120,917133024633",HDFC0001234,http://phish.example/verify?ref=i64ul40y.,+917133024633,,
2026-02-08T11:28:50.602753,eval-1770549950866-2,summary,,,True,,userml04@okicici,"482367976068,918406206259",HDFC0001234,http://phish.example/verify?ref=b1jjjvpk.,+918406206259,,high (uses links plus banking/payment identifiers)
2026-02-08T11:28:50.603583,eval-1770549950866-2,message,scammer,Final warning: urgent refund verification. Pay to UPI userml04@okicici. Bank account 482367976068 IFSC HDFC0001234. Send screenshot to +91 8406206259. Verify at http://phish.example/verify?ref=b1jjjvpk.,True,1.0,userml04@okicici,"482367976068,918406206259",HDFC0001234,http://phish.example/verify?ref=b1jjjvpk.,+918406206259,,
2026-02-08T11:28:50.605446,eval-1770549950866-2,message,honeypot,"Okay sir, but my bank app is slow. Can you send full details again?",True,1.0,userml04@okicici,"482367976068,918406206259",HDFC0001234,http://phish.example/verify?ref=b1jjjvpk.,+918406206259,,
2026-02-08T11:29:06.940864,eval-1770549950874-6,summary,,,True,,usertvhm@okicici,"222872209485,919771534228",ICIC0009876,http://phish.example/verify?ref=q5p7j3xi,+919771534228,,high (uses links plus banking/payment identifiers)
2026-02-08T11:29:06.941367,eval-1770549950874-6,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI usertvhm@okicici. Bank a/c 222872209485 IFSC ICIC0009876. Call +91 9771534228. Open http://phish.example/verify?ref=q5p7j3xi immediately.,True,1.0,usertvhm@okicici,"222872209485,919771534228",ICIC0009876,http://phish.example/verify?ref=q5p7j3xi,+919771534228,,
2026-02-08T11:29:06.942777,eval-1770549950874-6,message,honeypot,"I don’t understand UPI, can you tell step by step?",True,1.0,usertvhm@okicici,"222872209485,919771534228",ICIC0009876,http://phish.example/verify?ref=q5p7j3xi,+919771534228,,
2026-02-08T11:29:23.255928,eval-1770549950883-8,summary,,,True,,user63l8@okicici,"821875842781,916084455914",SBIN0000456,http://phish.example/verify?ref=w0axapi2,+916084455914,,high (uses links plus banking/payment identifiers)
2026-02-08T11:29:23.306025,eval-1770549950883-8,message,honeypot,"Okay sir, but my bank app is slow. Can you send full details again?",True,1.0,user63l8@okicici,"821875842781,916084455914",SBIN0000456,http://phish.example/verify?ref=w0axapi2,+916084455914,,
2026-02-08T11:29:23.307711,eval-1770549950883-8,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI user63l8@okicici. Bank a/c 821875842781 IFSC SBIN0000456. Call +91 6084455914. Open http://phish.example/verify?ref=w0axapi2 immediately.,True,1.0,user63l8@okicici,"821875842781,916084455914",SBIN0000456,http://phish.example/verify?ref=w0axapi2,+916084455914,,
2026-02-08T11:29:39.544827,eval-1770549950884-9,summary,,,True,,userd75l@okicici,"230168874814,918353985323",ICIC0009876,http://phish.example/verify?ref=wdqbap6e.,+918353985323,,high (uses links plus banking/payment identifiers)
2026-02-08T11:29:39.544956,eval-1770549950884-9,message,scammer,Final warning: urgent refund verification. Pay to UPI userd75l@okicici. Bank account 230168874814 IFSC ICIC0009876. Send screenshot to +91 8353985323. Verify at http://phish.example/verify?ref=wdqbap6e.,True,1.0,userd75l@okicici,"230168874814,918353985323",ICIC0009876,http://phish.example/verify?ref=wdqbap6e.,+918353985323,,
2026-02-08T11:29:39.548465,eval-1770549950884-9,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,userd75l@okicici,"230168874814,918353985323",ICIC0009876,http://phish.example/verify?ref=wdqbap6e.,+918353985323,,
2026-02-08T11:29:55.858754,eval-1770549950890-10,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI usernypb@okicici. Bank a/c 436632698237 IFSC ICIC0009876. Call +91 7905769240. Open http://phish.example/verify?ref=j7uphbdh immediately.,True,1.0,usernypb@okicici,"436632698237,917905769240",ICIC0009876,http://phish.example/verify?ref=j7uphbdh,+917905769240,,
2026-02-08T11:29:55.858876,eval-1770549950890-10,message,honeypot,I tried but it failed. Which UPI or bank should I use?,True,1.0,usernypb@okicici,"436632698237,917905769240",ICIC0009876,http://phish.example/verify?ref=j7uphbdh,+917905769240,,
2026-02-08T11:29:55.859054,eval-1770549950890-10,summary,,,True,,usernypb@okicici,"436632698237,917905769240",ICIC0009876,http://phish.example/verify?ref=j7uphbdh,+917905769240,,high (uses links plus banking/payment identifiers)
2026-02-08T11:30:12.154060,eval-1770549950891-11,summary,,,True,,user1imt@okicici,"135861523858,916328700552",ICIC0009876,http://phish.example/verify?ref=ejd4ttti.,+916328700552,,high (uses links plus banking/payment identifiers)
2026-02-08T11:30:12.156826,eval-1770549950891-11,message,scammer,Final warning: urgent refund verification. Pay to UPI user1imt@okicici. Bank account 135861523858 IFSC ICIC0009876. Send screenshot to +91 6328700552. Verify at http://phish.example/verify?ref=ejd4ttti.,True,1.0,user1imt@okicici,"135861523858,916328700552",ICIC0009876,http://phish.example/verify?ref=ejd4ttti.,+916328700552,,
2026-02-08T11:30:12.159475,eval-1770549950891-11,message,honeypot,"My brother will pay, can you send payment details once more?",True,1.0,user1imt@okicici,"135861523858,916328700552",ICIC0009876,http://phish.example/verify?ref=ejd4ttti.,+916328700552,,
2026-02-08T11:30:28.434415,eval-1770549950894-12,summary,,,True,,userpkal@okicici,"437644454687,919689162079",ICIC0009876,http://phish.example/verify?ref=py71chvb,+919689162079,,high (uses links plus banking/payment identifiers)
2026-02-08T11:30:28.484106,eval-1770549950894-12,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI userpkal@okicici. Bank a/c 437644454687 IFSC ICIC0009876. Call +91 9689162079. Open http://phish.example/verify?ref=py71chvb immediately.,True,1.0,userpkal@okicici,"437644454687,919689162079",ICIC0009876,http://phish.example/verify?ref=py71chvb,+919689162079,,
2026-02-08T11:30:28.486008,eval-1770549950894-12,message,honeypot,"I don’t understand UPI, can you tell step by step?",True,1.0,userpkal@okicici,"437644454687,919689162079",ICIC0009876,http://phish.example/verify?ref=py71chvb,+919689162079,,
2026-02-08T11:30:44.693332,eval-1770549950895-13,message,scammer,Final warning: urgent refund verification. Pay to UPI userfcn9@okicici. Bank account 881434883124 IFSC ICIC0009876. Send screenshot to +91 9116533562. Verify at http://phish.example/verify?ref=1yff4mbl.,True,1.0,userfcn9@okicici,"881434883124,919116533562",ICIC0009876,http://phish.example/verify?ref=1yff4mbl.,+919116533562,,
2026-02-08T11:30:44.693937,eval-1770549950895-13,summary,,,True,,userfcn9@okicici,"881434883124,919116533562",ICIC0009876,http://phish.example/verify?ref=1yff4mbl.,+919116533562,,high (uses links plus banking/payment identifiers)
2026-02-08T11:30:44.695520,eval-1770549950895-13,message,honeypot,"I don’t understand UPI, can you tell step by step?",True,1.0,userfcn9@okicici,"881434883124,919116533562",ICIC0009876,http://phish.example/verify?ref=1yff4mbl.,+919116533562,,
2026-02-08T11:31:00.982393,eval-1770549950897-14,summary,,,True,,user689p@okicici,"114043358340,918698598248",,http://phish.example/verify?ref=g68k7u3f.,+918698598248,,high (uses links plus banking/payment identifiers)
2026-02-08T11:31:00.985245,eval-1770549950897-14,message,honeypot,I'm not sure. What exactly do you need me to do?,True,0.5,user689p@okicici,"114043358340,918698598248",,http://phish.example/verify?ref=g68k7u3f.,+918698598248,,
ink http://phish.example/verify?ref=g68k7u3f.,True,0.5,user689p@okicici,"114043358340,918698598248",,http://phish.example/verify?ref=g68k7u3f.,+918698598248,,
2026-02-08T11:31:17.227125,eval-1770549950897-15,summary,,,True,,userv3a1@okicici,"919290472147,929107008867",HDFC0001234,http://phish.example/verify?ref=jygj3a1m,+919290472147,,high (uses links plus banking/payment identifiers)
2026-02-08T11:31:17.229925,eval-1770549950897-15,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI userv3a1@okicici. Bank a/c 929107008867 IFSC HDFC0001234. Call +91 9290472147. Open http://phish.example/verify?ref=jygj3a1m immediately.,True,1.0,userv3a1@okicici,"919290472147,929107008867",HDFC0001234,http://phish.example/verify?ref=jygj3a1m,+919290472147,,
2026-02-08T11:31:17.230500,eval-1770549950897-15,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,userv3a1@okicici,"919290472147,929107008867",HDFC0001234,http://phish.example/verify?ref=jygj3a1m,+919290472147,,
2026-02-08T11:31:33.458419,eval-1770549950898-16,summary,,,True,,usere7gu@okicici,"893198773679,919135209663",SBIN0000456,http://phish.example/verify?ref=n10g9xmg,+919135209663,,high (uses links plus banking/payment identifiers)
2026-02-08T11:31:33.502034,eval-1770549950898-16,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI usere7gu@okicici. Bank a/c 893198773679 IFSC SBIN0000456. Call +91 9135209663. Open http://phish.example/verify?ref=n10g9xmg immediately.,True,1.0,usere7gu@okicici,"893198773679,919135209663",SBIN0000456,http://phish.example/verify?ref=n10g9xmg,+919135209663,,
2026-02-08T11:31:33.505232,eval-1770549950898-16,message,honeypot,"My brother will pay, can you send payment details once more?",True,1.0,usere7gu@okicici,"893198773679,919135209663",SBIN0000456,http://phish.example/verify?ref=n10g9xmg,+919135209663,,
2026-02-08T11:31:49.709999,eval-1770549950899-17,message,scammer,Final warning: urgent refund verification. Pay to UPI userp9gz@okicici. Bank account 886108288259 IFSC HDFC0001234. Send screenshot to +91 9924174622. Verify at http://phish.example/verify?ref=0arkr50f.,True,1.0,userp9gz@okicici,"886108288259,919924174622",HDFC0001234,http://phish.example/verify?ref=0arkr50f.,+919924174622,,
2026-02-08T11:31:49.710384,eval-1770549950899-17,summary,,,True,,userp9gz@okicici,"886108288259,919924174622",HDFC0001234,http://phish.example/verify?ref=0arkr50f.,+919924174622,,high (uses links plus banking/payment identifiers)
2026-02-08T11:31:49.711858,eval-1770549950899-17,message,honeypot,Is this account correct? Please send account number and IFSC again,True,1.0,userp9gz@okicici,"886108288259,919924174622",HDFC0001234,http://phish.example/verify?ref=0arkr50f.,+919924174622,,
2026-02-08T11:32:06.030980,eval-1770549950901-18,summary,,,True,,userkuns@okicici,"128291625408,917089376629",,http://phish.example/verify?ref=3lwlqj0b.,+917089376629,,high (uses links plus banking/payment identifiers)
2026-02-08T11:32:06.036093,eval-1770549950901-18,message,scammer,Immediate action required: OTP pending. Transfer to userkuns@okicici to unblock. Account 128291625408 / IFSC ICIC0009876. Send confirmation on +91 7089376629. Use link http://phish.example/verify?ref=3lwlqj0b.,True,0.5,userkuns@okicici,"128291625408,917089376629",,http://phish.example/verify?ref=3lwlqj0b.,+917089376629,,
2026-02-08T11:32:06.061352,eval-1770549950901-18,message,honeypot,I'm not sure. What exactly do you need me to do?,True,0.5,userkuns@okicici,"128291625408,917089376629",,http://phish.example/verify?ref=3lwlqj0b.,+917089376629,,
2026-02-08T11:32:22.275021,eval-1770549950905-19,summary,,,True,,users196@okicici,"530594704374,916042744396",ICIC0009876,http://phish.example/verify?ref=qdlupsaq.,+916042744396,,high (uses links plus banking/payment identifiers)
2026-02-08T11:32:22.303941,eval-1770549950905-19,message,scammer,Final warning: urgent refund verification. Pay to UPI users196@okicici. Bank account 530594704374 IFSC ICIC0009876. Send screenshot to +91 6042744396. Verify at http://phish.example/verify?ref=qdlupsaq.,True,1.0,users196@okicici,"530594704374,916042744396",ICIC0009876,http://phish.example/verify?ref=qdlupsaq.,+916042744396,,
2026-02-08T11:32:22.304461,eval-1770549950905-19,message,honeypot,"My brother will pay, can you send payment details once more?",True,1.0,users196@okicici,"530594704374,916042744396",ICIC0009876,http://phish.example/verify?ref=qdlupsaq.,+916042744396,,
2026-02-08T11:32:38.553622,eval-1770549960882-21,message,scammer,Immediate action required: OTP pending. Transfer to uservqnd@okicici to unblock. Account 434275348181 / IFSC HDFC0001234. Send confirmation on +91 6267954175. Use link http://phish.example/verify?ref=2aqw94vg.,True,0.5,uservqnd@okicici,"434275348181,916267954175",,http://phish.example/verify?ref=2aqw94vg.,+916267954175,,
2026-02-08T11:32:38.554930,eval-1770549960882-21,summary,,,True,,uservqnd@okicici,"434275348181,916267954175",,http://phish.example/verify?ref=2aqw94vg.,+916267954175,,high (uses links plus banking/payment identifiers)
2026-02-08T11:32:38.596509,eval-1770549960882-21,message,honeypot,I'm not sure. What exactly do you need me to do?,True,0.5,uservqnd@okicici,"434275348181,916267954175",,http://phish.example/verify?ref=2aqw94vg.,+916267954175,,
2026-02-08T11:32:54.856779,eval-1770549960881-20,summary,,,True,,user9axy@okicici,"513911099010,916104512838",ICIC0009876,http://phish.example/verify?ref=ind77pq0,+916104512838,,high (uses links plus banking/payment identifiers)
2026-02-08T11:32:54.858222,eval-1770549960881-20,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI user9axy@okicici. Bank a/c 513911099010 IFSC ICIC0009876. Call +91 6104512838. Open http://phish.example/verify?ref=ind77pq0 immediately.,True,1.0,user9axy@okicici,"513911099010,916104512838",ICIC0009876,http://phish.example/verify?ref=ind77pq0,+916104512838,,
2026-02-08T11:32:54.859398,eval-1770549960881-20,message,honeypot,"Okay sir, but my bank app is slow. Can you send full details again?",True,1.0,user9axy@okicici,"513911099010,916104512838",ICIC0009876,http://phish.example/verify?ref=ind77pq0,+916104512838,,
2026-02-08T11:33:11.159898,eval-1770549960897-22,summary,,,True,,userf6gw@okicici,"688851651356,918568680413",ICIC0009876,http://phish.example/verify?ref=fzi9skrn,+918568680413,,high (uses links plus banking/payment identifiers)
2026-02-08T11:33:11.162362,eval-1770549960897-22,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI userf6gw@okicici. Bank a/c 688851651356 IFSC ICIC0009876. Call +91 8568680413. Open http://phish.example/verify?ref=fzi9skrn immediately.,True,1.0,userf6gw@okicici,"688851651356,918568680413",ICIC0009876,http://phish.example/verify?ref=fzi9skrn,+918568680413,,
2026-02-08T11:33:11.205356,eval-1770549960897-22,message,honeypot,I tried but it failed. Which UPI or bank should I use?,True,1.0,userf6gw@okicici,"688851651356,918568680413",ICIC0009876,http://phish.example/verify?ref=fzi9skrn,+918568680413,,
2026-02-08T11:33:27.528262,eval-1770549960900-26,message,scammer,URGENT: Your blocked account needs verification. Pay the KYC fee now to UPI usergi4c@okicici. Bank a/c 950013856904 IFSC SBIN0000456. Call +91 7992385400. Open http://phish.example/verify?ref=pvqsjd5v immediately.,True,1.0,usergi4c@okicici,"917992385400,950013856904",SBIN0000456,http://phish.example/verify?ref=pvqsjd5v,+917992385400,,
2026-02-08T11:33:27.528476,eval-1770549960900-26,summary,,,True,,usergi4c@okicici,"917992385400,950013856904",SBIN0000456,http://phish.example/verify?ref=pvqsjd5v,+917992385400,,high (uses links plus banking/payment identifiers)
2026-02-08T11:33:27.530244,eval-1770549960900-26,message,honeypot,"My brother will pay, can you send payment details once more?",True,1.0,usergi4c@okicici,"917992385400,950013856904",SBIN0000456,http://phish.example/verify?ref=pvqsjd5v,+917992385400,,
2026-02-08T11:33:43.870624,eval-1770549960902-28,summary,,,True,,userk1ci@okicici,"845836611915,916463479117",SBIN0000456,http://phish.example/verify?ref=wqo77gnk.,+916463479117,,high (uses links plus banking/payment identifiers)
2026-02-08T11:33:43.874966,eval-1770549960902-28,message,scammer,Final warning: urgent refund verification. Pay to UPI userk1ci@okicici. Bank account 845836611915 IFSC SBIN0000456. Send screenshot to +91 6463479117. Verify at http://phish.example/verify?ref=wqo77gnk.,True,1.0,userk1ci@okicici,"845836611915,916463479117",SBIN0000456,http://phish.example/verify?ref=wqo77gnk.,+916463479117,,
2026-02-08T11:33:43.918935,eval-1770549960902-28,message,honeypot,"Okay sir, but my bank app is slow. Can you send full details again?",True,1.0,userk1ci@okicici,"845836611915,916463479117",SBIN0000456,http://phish.example/verify?ref=wqo77gnk.,+916463479117,,
